  -20.0000000000    0.1434577421    0.0057683799
  -19.9900000000    0.1424104738    0.0056892175
  -19.9800000000    0.1413770002    0.0056121241
  -19.9700000000    0.1403569633    0.0055370413
  -19.9600000000    0.1393500148    0.0054639137
  -19.9500000000    0.1383558160    0.0053926883
  -19.9400000000    0.1373740371    0.0053233146
  -19.9300000000    0.1364043568    0.0052557445
  -19.9200000000    0.1354464621    0.0051899322
  -19.9100000000    0.1345000479    0.0051258340
  -19.9000000000    0.1335648161    0.0050634085
  -19.8900000000    0.1326404760    0.0050026163
  -19.8800000000    0.1317267434    0.0049434200
  -19.8700000000    0.1308233407    0.0048857842
  -19.8600000000    0.1299299960    0.0048296753
  -19.8500000000    0.1290464432    0.0047750617
  -19.8400000000    0.1281724215    0.0047219136
  -19.8300000000    0.1273076753    0.0046702030
  -19.8200000000    0.1264519537    0.0046199036
  -19.8100000000    0.1256050100    0.0045709910
  -19.8000000000    0.1247666020    0.0045234423
  -19.7900000000    0.1239364909    0.0044772364
  -19.7800000000    0.1231144418    0.0044323541
  -19.7700000000    0.1223002229    0.0043887776
  -19.7600000000    0.1214936053    0.0043464911
  -19.7500000000    0.1206943628    0.0043054802
  -19.7400000000    0.1199022716    0.0042657327
  -19.7300000000    0.1191171098    0.0042272376
  -19.7200000000    0.1183386574    0.0041899862
  -19.7100000000    0.1175666957    0.0041539713
  -19.7000000000    0.1168010070    0.0041191878
  -19.6900000000    0.1160413748    0.0040856324
  -19.6800000000    0.1152875825    0.0040533038
  -19.6700000000    0.1145394140    0.0040222029
  -19.6600000000    0.1137966528    0.0039923328
  -19.6500000000    0.1130590816    0.0039636985
  -19.6400000000    0.1123264822    0.0039363079
  -19.6300000000    0.1115986349    0.0039101711
  -19.6200000000    0.1108753182    0.0038853008
  -19.6100000000    0.1101563082    0.0038617127
  -19.6000000000    0.1094413780    0.0038394254
  -19.5900000000    0.1087302974    0.0038184607
  -19.5800000000    0.1080228326    0.0037988438
  -19.5700000000    0.1073187448    0.0037806037
  -19.5600000000    0.1066177903    0.0037637733
  -19.5500000000    0.1059197198    0.0037483897
  -19.5400000000    0.1052242769    0.0037344947
  -19.5300000000    0.1045311985    0.0037221353
  -19.5200000000    0.1038402127    0.0037113640
  -19.5100000000    0.1031510387    0.0037022391
  -19.5000000000    0.1024633857    0.0036948257
  -19.4900000000    0.1017769513    0.0036891961
  -19.4800000000    0.1010914208    0.0036854307
  -19.4700000000    0.1004064656    0.0036836186
  -19.4600000000    0.0997217417    0.0036838588
  -19.4500000000    0.0990368883    0.0036862611
  -19.4400000000    0.0983515259    0.0036909473
  -19.4300000000    0.0976652542    0.0036980527
  -19.4200000000    0.0969776501    0.0037077278
  -19.4100000000    0.0962882651    0.0037201398
  -19.4000000000    0.0955966228    0.0037354750
  -19.3900000000    0.0949022157    0.0037539408
  -19.3800000000    0.0942045020    0.0037757690
  -19.3700000000    0.0935029015    0.0038012187
  -19.3600000000    0.0927967919    0.0038305799
  -19.3500000000    0.0920855034    0.0038641781
  -19.3400000000    0.0913683140    0.0039023792
  -19.3300000000    0.0906444429    0.0039455955
  -19.3200000000    0.0899130441    0.0039942925
  -19.3100000000    0.0891731983    0.0040489972
  -19.3000000000    0.0884239046    0.0041103077
  -19.2900000000    0.0876640697    0.0041789049
  -19.2800000000    0.0868924978    0.0042555660
  -19.2700000000    0.0861078763    0.0043411812
  -19.2600000000    0.0853087622    0.0044367731
  -19.2500000000    0.0844935648    0.0045435212
  -19.2400000000    0.0836605261    0.0046627904
  -19.2300000000    0.0828076999    0.0047961666
  -19.2200000000    0.0819329258    0.0049455006
  -19.2100000000    0.0810338016    0.0051129612
  -19.2000000000    0.0801076505    0.0053011021
  -19.1900000000    0.0791514856    0.0055129450
  -19.1800000000    0.0781619691    0.0057520838
  -19.1700000000    0.0771353686    0.0060228166
  -19.1600000000    0.0760675097    0.0063303134
  -19.1500000000    0.0749537279    0.0066808308
  -19.1400000000    0.0737888223    0.0070819891
  -19.1300000000    0.0725670193    0.0075431316
  -19.1200000000    0.0712819559    0.0080757947
  -19.1100000000    0.0699267047    0.0086943260
  -19.1000000000    0.0684938727    0.0094167017
  -19.0900000000    0.0669758347    0.0102656139
  -19.0800000000    0.0653651978    0.0112699187
  -19.0700000000    0.0636556675    0.0124665656
  -19.0600000000    0.0618436003    0.0139031508
  -19.0500000000    0.0599307323    0.0156412423
  -19.0400000000    0.0579289077    0.0177605621
  -19.0300000000    0.0558681859    0.0203638627
  -19.0200000000    0.0538105532    0.0235816424
  -19.0100000000    0.0518725779    0.0275741198
  -19.0000000000    0.0502611997    0.0325240151
  -18.9900000000    0.0493252337    0.0386059296
  -18.9800000000    0.0496146799    0.0459056649
  -18.9700000000    0.0519070979    0.0542532391
  -18.9600000000    0.0570939064    0.0629623380
  -18.9500000000    0.0657691032    0.0706116718
  -18.9400000000    0.0775374851    0.0752508434
  -18.9300000000    0.0906128581    0.0753400184
  -18.9200000000    0.1024882588    0.0708408242
  -18.9100000000    0.1113228832    0.0632470356
  -18.9000000000    0.1166638043    0.0545163871
  -18.8900000000    0.1190778199    0.0461028944
  -18.8800000000    0.1194553011    0.0387217518
  -18.8700000000    0.1185832402    0.0325592378
  -18.8600000000    0.1170217810    0.0275361037
  -18.8500000000    0.1151273747    0.0234791163
  -18.8400000000    0.1131119438    0.0202047740
  -18.8300000000    0.1110950813    0.0175514470
  -18.8200000000    0.1091405325    0.0153872288
  -18.8100000000    0.1072793477    0.0136081713
  -18.8000000000    0.1055239116    0.0121336039
  -18.7900000000    0.1038762414    0.0109012286
  -18.7800000000    0.1023328294    0.0098628949
  -18.7700000000    0.1008874359    0.0089812343
  -18.7600000000    0.0995326807    0.0082270731
  -18.7500000000    0.0982609301    0.0075774777
  -18.7400000000    0.0970647738    0.0070142866
